Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Debt Type,Debt Type 2,Debt Type 3,Debt Amount 1,Debt Amount 2,Debt Amount 3,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Implied EV,Revenue,Revenue Growth since last debt deal,Gross Profit,Net Income,EBITDA,EBIT,Total Debt (from financials),Fiscal Year,Valuation/EBITDA,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation/Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,Debt/EBITDA,Debt/Equity,Implied EV/EBITDA,Implied EV/EBIT,Implied EV/Net Income,Implied EV/Revenue,Implied EV/Cash Flow,EBITDA Margin %,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded
135738-91T,432802-00,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS","developer tools, developing platform, developing software, enterprise management, saas",Venture Capital-Backed,Generating Revenue,Venture Capital,224056-18P,,1,135738-91T,,18-Jul-2019,,,,,,,,1st Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Startup,Venture Capital-Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Chinese Yuan RMB (CNY),"Wuhan, China",Asia,East Asia,Wuhan,Hubei,,China,2019
135739-72T,432802-00,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS","developer tools, developing platform, developing software, enterprise management, saas",Venture Capital-Backed,Generating Revenue,Venture Capital,224056-18P,,2,135739-72T,,21-Apr-2020,1.06,Actual,,,,,1.06,2nd Round,,,,Early Stage VC,,,Venture Capital,1.06,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Chinese Yuan RMB (CNY),"Wuhan, China",Asia,East Asia,Wuhan,Hubei,,China,2019
164032-84T,432802-00,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS","developer tools, developing platform, developing software, enterprise management, saas",Venture Capital-Backed,Generating Revenue,Venture Capital,224056-18P,,3,164032-84T,,22-Dec-2020,,,,,,,1.06,3rd Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Chinese Yuan RMB (CNY),"Wuhan, China",Asia,East Asia,Wuhan,Hubei,,China,2019
105264-28T,228257-02,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),"Business/Productivity Software, Media and Information Services (B2B)*","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, TMT","application analysis, application analytics software, application value analytics, software analytics, software testing, software value management",Formerly Angel backed,Out of Business,Pre-venture,48558-25P,"University of Southern California (USC), BS (Bachelor of Science), 2001, Computer Engineering",1,105264-28T,,16-Oct-2017,1.00,Actual,,,,,1.00,1st Round,,,,Seed Round,Seed Round,,Individual,1.00,,,,,,,,,Completed,Generating Revenue,Angel-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"Eden Prairie, MN",Americas,North America,Eden Prairie,Minnesota,,United States,2014
125174-17T,152526-52,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, Mobile, SaaS, TMT","enterprise dashboard, project management platform, work management application, workflow control, workflow management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",126367-12P,"University of Cambridge, MA (Master of Arts), 2005, Law and Mathematics",4,125174-17T,,05-Jul-2019,10.60,Estimated,25.00,35.60,Actual,29.78%,16.70,3rd Round,Up Round,1.61,Series A,Early Stage VC,Series A,,Venture Capital,10.60,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10003,United States,2015
95648-86T,152526-52,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, Mobile, SaaS, TMT","enterprise dashboard, project management platform, work management application, workflow control, workflow management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",126367-12P,"University of Cambridge, MA (Master of Arts), 2005, Law and Mathematics",3,95648-86T,,10-Oct-2017,4.00,Actual,8.00,12.00,Actual,33.33%,6.10,2nd Round,Up Round,0.91,Series 1,Early Stage VC,Series 1,,Venture Capital,4.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10003,United States,2015
65272-06T,152526-52,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, Mobile, SaaS, TMT","enterprise dashboard, project management platform, work management application, workflow control, workflow management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",126368-65P,"Indiana University, BS (Bachelor of Science), Informatics",2,65272-06T,25-Jan-2016,25-Jan-2016,1.37,Actual,3.63,5.00,Actual,27.45%,2.10,1st Round,,0.58,,Seed Round,Seed Round,,Venture Capital,1.37,,,,,,,,,Completed,Startup,Venture Capital-Backed,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10003,United States,2015
65270-17T,152526-52,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, Mobile, SaaS, TMT","enterprise dashboard, project management platform, work management application, workflow control, workflow management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",126367-12P,"University of Cambridge, MA (Master of Arts), 2005, Law and Mathematics",1,65270-17T,11-Nov-2015,22-Dec-2015,0.73,Estimated,,,,,0.73,,,,,Accelerator/Incubator,,,Other,0.73,,,,,,,,,Completed,Startup,Accelerator/Incubator Backed,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10003,United States,2015
95571-01T,149794-66,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","cloud computing platform, private cloud, utility fabrics software, vdi software, virtual desktop infrastructure, virtual server, virtual storage",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",123111-01P,"BS (Bachelor of Science), 2000, Computer Engineering",2,95571-01T,,10-Oct-2017,9.76,Estimated,11.74,21.50,Estimated,45.41%,11.56,2nd Round,Up Round,0.65,Series B,Early Stage VC,Series B,,Venture Capital,9.76,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,US Dollars (USD),"Hoboken, NJ",Americas,North America,Hoboken,New Jersey,07030,United States,2015
63225-10T,149794-66,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","cloud computing platform, private cloud, utility fabrics software, vdi software, virtual desktop infrastructure, virtual server, virtual storage",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",123109-84P,"Villanova University, BS (Bachelor of Science), 1981, Economics",1,63225-10T,,17-Apr-2015,1.80,Actual,7.20,9.00,Actual,20.00%,1.80,1st Round,,0.64,Series A,Early Stage VC,Series A,,Venture Capital,1.80,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,US Dollars (USD),"Hoboken, NJ",Americas,North America,Hoboken,New Jersey,07030,United States,2015
100890-91T,171455-95,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS","analytics and insights, database administration support, database optimization, debugging platform, developer tools, devops, devops optimization software, distributed systems, distrubuted computing, distrubuted systems, infrastructure analytics, infrastructure optimization, it operations analytics, logging analytics, logging analytics platform, logging collection, microservices, microservices debugging, operations analytics, operations software, optimization software, performance analysis, performance analysis software, software operations, software optimization, system operation, system optimization",Venture Capital-Backed,Generating Revenue,Venture Capital,160889-14P,,3,100890-91T,,31-Jan-2018,11.50,Actual,28.50,40.00,Actual,28.75%,15.50,3rd Round,Up Round,1.44,Series A1,Early Stage VC,Series A1,,Venture Capital,11.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,18,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104,United States,2016
123970-60T,171455-95,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS","analytics and insights, database administration support, database optimization, debugging platform, developer tools, devops, devops optimization software, distributed systems, distrubuted computing, distrubuted systems, infrastructure analytics, infrastructure optimization, it operations analytics, logging analytics, logging analytics platform, logging collection, microservices, microservices debugging, operations analytics, operations software, optimization software, performance analysis, performance analysis software, software operations, software optimization, system operation, system optimization",Venture Capital-Backed,Generating Revenue,Venture Capital,74501-29P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science), 2009, Computer Science",4,123970-60T,,26-Sep-2019,11.40,Actual,26.60,38.00,Actual,30.00%,26.90,4th Round,Down Round,0.87,Series A2,Early Stage VC,Series A2,,Venture Capital,,Bridge,,,11.40,,,11.40,,Completed,Generating Revenue,Venture Capital-Backed,,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104,United States,2016
86176-99T,171455-95,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS","analytics and insights, database administration support, database optimization, debugging platform, developer tools, devops, devops optimization software, distributed systems, distrubuted computing, distrubuted systems, infrastructure analytics, infrastructure optimization, it operations analytics, logging analytics, logging analytics platform, logging collection, microservices, microservices debugging, operations analytics, operations software, optimization software, performance analysis, performance analysis software, software operations, software optimization, system operation, system optimization",Venture Capital-Backed,Generating Revenue,Venture Capital,160889-14P,,2,86176-99T,,28-Apr-2017,2.00,Actual,13.00,15.00,Actual,13.33%,4.00,2nd Round,Up Round,0.99,Series A,Early Stage VC,Series A,,Venture Capital,2.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104,United States,2016
86176-72T,171455-95,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, SaaS","analytics and insights, database administration support, database optimization, debugging platform, developer tools, devops, devops optimization software, distributed systems, distrubuted computing, distrubuted systems, infrastructure analytics, infrastructure optimization, it operations analytics, logging analytics, logging analytics platform, logging collection, microservices, microservices debugging, operations analytics, operations software, optimization software, performance analysis, performance analysis software, software operations, software optimization, system operation, system optimization",Venture Capital-Backed,Generating Revenue,Venture Capital,160889-14P,,1,86176-72T,,01-Jan-2016,2.00,Actual,8.00,10.00,Actual,20.00%,2.00,1st Round,,0.76,,Seed Round,Seed Round,,Venture Capital,2.00,,,,,,,,,Completed,Startup,Venture Capital-Backed,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104,United States,2016
135723-88T,327262-78,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Robotics and Drones","artificial intelligence research, communicative machine, interaction robots software, software developer, technological interaction",Venture Capital-Backed,Generating Revenue,Venture Capital,212486-41P,,4,135723-88T,,30-Apr-2019,2.09,Actual,5.28,7.37,Actual,28.35%,2.81,2nd Round,Up Round,13.69,,Later Stage VC,,,Venture Capital,2.09,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Euros (EUR),"Lyon, France",Europe,Western Europe,Lyon,,69003,France,2014
124337-26T,327262-78,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Robotics and Drones","artificial intelligence research, communicative machine, interaction robots software, software developer, technological interaction",Venture Capital-Backed,Generating Revenue,Venture Capital,212486-41P,,3,124337-26T,,25-Jan-2017,0.53,Actual,3.97,4.50,Actual,11.76%,0.72,1st Round,Up Round,179.17,,Early Stage VC,,,Venture Capital,0.53,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Euros (EUR),"Lyon, France",Europe,Western Europe,Lyon,,69003,France,2014
135721-54T,327262-78,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Robotics and Drones","artificial intelligence research, communicative machine, interaction robots software, software developer, technological interaction",Venture Capital-Backed,Generating Revenue,Venture Capital,212486-41P,,2,135721-54T,,26-Jul-2016,0.18,Actual,0.64,0.82,Actual,21.70%,0.19,Angel,Up Round,35.21,,Angel (individual),Angel (individual),,Other,0.18,,,,,,,,,Completed,Startup,Angel-Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Euros (EUR),"Lyon, France",Europe,Western Europe,Lyon,,69003,France,2014
135720-82T,327262-78,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Robotics and Drones","artificial intelligence research, communicative machine, interaction robots software, software developer, technological interaction",Venture Capital-Backed,Generating Revenue,Venture Capital,212486-41P,,1,135720-82T,,12-Sep-2015,0.01,Actual,0.10,0.11,Actual,10.00%,0.01,Angel,,10.98,,Angel (individual),Angel (individual),,Other,0.01,,,,,,,,,Completed,Startup,Angel-Backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Euros (EUR),"Lyon, France",Europe,Western Europe,Lyon,,69003,France,2014
111740-14T,232939-72,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, TMT","builder management system, data acquisition systems, jewellery's management system",Formerly VC-backed,Out of Business,Venture Capital,193815-10P,,1,111740-14T,,03-Aug-2018,0.50,Actual,12.00,12.50,Actual,4.00%,0.50,1st Round,,,,Early Stage VC,,,Venture Capital,0.50,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US Dollars (USD),"Thane, India",Asia,South Asia,Thane,Maharashtra,421503,India,2016
97977-97T,171510-31,Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*","CloudTech & DevOps, Cybersecurity, SaaS, TMT","computer security product, computer security services, computer security system, internet security app, internet security tool",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",175385-62P,,2,97977-97T,,06-Nov-2017,3.10,Actual,,,,,3.10,1st Round,,,Series A,Early Stage VC,Series A,,Venture Capital,3.10,,,,,,,,,Completed,Startup,Venture Capital-Backed,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,US Dollars (USD),"Singapore, Singapore",Asia,Southeast Asia,Singapore,,038987,Singapore,2016
